time,Throttle,Aileron,Elevator,Rudder,Mode,x,y,z,x_s,y_s,z_s,vx,vy,vz,speed_xy,speed_3d,chi_deg,quat_x,quat_y,quat_z,quat_w,phi_deg,theta_deg
0.120797104,0.51,-0.002,-0.364,0.0,1.0,2.912557373,3.535577881,0.246926041,2.9127261686736694,3.5354837798065373,0.2465048954895115,3.9098487927254633,2.2450543881567393,0.7198895745547864,4.508568152724165,4.565679334700507,29.86465421237954,0.003861071,-0.038533877,0.243977922,0.969007227,-0.6505126834542225,-4.391047825153095
0.130183325,0.51,-0.002,-0.364,0.0,1.0,2.951386963,3.557691162,0.253989746,2.951387799324019,3.55770079688113,0.2537672120932411,3.8920497959845526,2.232643019903969,0.7162811449346534,4.486952915815957,4.543765525127613,29.840390679624065,0.008184878,-0.040421206,0.245378623,0.968549669,-0.22893382028146983,-4.721741062622118
0.140061319,0.51,-0.002,-0.364,0.0,1.0,2.990317871,3.580003174,0.260797119,2.990210575454556,3.579956035396281,0.26085834339160946,3.8818671849005675,2.2239441015845522,0.7135678511773454,4.4737925978056445,4.530342071677858,29.808644078873588,0.008605726,-0.042683444,0.246405485,0.9681882,-0.25138831193313016,-4.98484323028046
0.150115509,0.51,-0.002,-0.364,0.0,1.0,3.029081787,3.60217334,0.267904358,3.0291942982913853,3.602214896200478,0.2679205692820524,3.894624705560681,2.2278845895988226,0.7161355172599135,4.486821964568634,4.543613256078983,29.771321784506547,0.00830352,-0.043688568,0.24691231,0.96801687,-0.31629415651865456,-5.087847032450922
0.160118497,0.51,-0.002,-0.364,0.0,1.0,3.068111572,3.62444751,0.275018097,3.06817767676691,3.6245234035268177,0.2749658366153857,3.9025982881678023,2.229644841046587,0.7213763776235089,4.494617838706192,4.552139430444671,29.740328745377976,0.009472904,-0.04528981,0.247309148,0.967831222,-0.23389747939842365,-5.2988876757574745
0.17015838,0.51,-0.002,-0.364,0.0,1.0,3.107064941,3.646678955,0.282052185,3.106999489433577,3.6466791072587523,0.2821446841981363,3.8700897932457017,2.2093903992451125,0.724554925406006,4.456343898765112,4.514862210964044,29.72155616716323,0.009627372,-0.04723087,0.247790921,0.967613669,-0.2748975052878392,-5.518872728586558
0.180231794,0.818,0.0,-0.256,0.0,1.0,3.14597168,3.668903809,0.289152374,3.145749094505838,3.668804923934743,0.2894983932470874,3.838455054424578,2.190924310464159,0.7346012426952113,4.419715662689224,4.480348817312084,29.71698335073153,0.009007675,-0.049188678,0.247388793,0.967624988,-0.39762988329438154,-5.71896929445965
0.190181721,0.818,0.0,-0.256,0.0,1.0,3.184692383,3.690979004,0.297028351,3.1844473333077037,3.6908770147319463,0.29702701567132983,3.842394358895714,2.1943110066788902,0.7537762611974637,4.424815838349177,4.4885603321388645,29.72978339581588,0.011993059,-0.048868585,0.248775685,0.967253167,-0.06415134586837255,-5.768179364501433
0.200426647,0.818,0.0,-0.256,0.0,1.0,3.222676025,3.713108643,0.305022797,3.223036960895116,3.712920571272739,0.30468028433333455,3.8359463199608106,2.192031846628535,0.7687025156213271,4.418086439427661,4.484461098479632,29.745585268740452,0.016527253,-0.052423277,0.251207146,0.966371362,0.3230759033219916,-6.293654907845767
0.210415868,0.818,0.0,-0.256,0.0,1.0,3.261514893,3.734591797,0.312308197,3.2614998322284494,3.734914653771573,0.3124961925641038,3.8352461988778,2.1937288446365972,0.7833785863113305,4.4183209084218,4.487230956758118,29.769196487855577,0.014595809,-0.053973879,0.248726602,0.966958566,0.07942757641303151,-6.409963364678337
0.22046606,0.818,0.0,-0.256,0.0,1.0,3.299866455,3.756799316,0.320463104,3.2999208075221556,3.756893037365979,0.3204298859790223,3.8422987787010263,2.199651617297328,0.7951717596060505,4.427383780776877,4.498224679755462,29.790413649169547,0.016884711,-0.055507853,0.250486115,0.966380097,0.27839323034840724,-6.6464323843557
0.230328797,0.818,0.0,-0.256,0.0,1.0,3.338473877,3.778938232,0.328400024,3.338292014461549,3.7788654488042073,0.3284474108787892,3.853258775766399,2.2069259347988037,0.8005715627380349,4.440509573766095,4.512099300965478,29.801610390577665,0.016434202,-0.056580048,0.250215402,0.966395817,0.1990221426583602,-6.75255165817154
0.240398473,0.818,0.0,-0.256,0.0,1.0,3.376547852,3.80089917,0.336436951,3.3766331040419693,3.800870939477867,0.33641411209790334,3.8295683413106474,2.1951393199150737,0.7962314317308913,4.414094506759682,4.485333299486474,29.821681063382183,0.015200508,-0.058539296,0.249815518,0.966402763,0.007594351438902715,-6.934795866715684
0.25038011,0.818,0.0,-0.256,0.0,1.0,3.414951416,3.822840088,0.344593353,3.4149994942261186,3.8228438768951163,0.34448534360139993,3.798918170959264,2.1781562679702033,0.7947815566435624,4.379057432523849,4.450597905913669,29.828331540006438,0.014824087,-0.061180788,0.250382958,0.966098094,-0.11517242341291564,-7.2175249233545875
0.26026986,0.818,0.0,-0.256,0.0,1.0,3.453345215,3.844825928,0.352639587,3.453267505965046,3.844804970419592,0.3526506109510503,3.8095074304417027,2.1827987265660633,0.8089411959345529,4.390553170534321,4.464453270196587,29.81215364821318,0.013405997,-0.063204669,0.250625466,0.965925629,-0.3341278106319819,-7.40151328375363
0.27032405,0.818,0.0,-0.256,0.0,1.0,3.491428711,3.866729248,0.360850342,3.491500771836841,3.866624124365979,0.36048005106060743,3.822857445065617,2.1871292157944704,0.828296806429565,4.40429032329561,4.481500736518602,29.774691720150447,0.012500628,-0.06489982,0.250911517,0.96575109,-0.4868575912189942,-7.56363474268203
0.280457269,0.818,0.0,-0.256,0.0,1.0,3.529636719,3.888601563,0.368834503,3.529546257039639,3.888480071766912,0.36863343339860283,3.8378389771981283,2.1891636685031286,0.8542564294081869,4.418307999946954,4.500133290201577,29.701114757370647,0.009920086,-0.067436754,0.2509084,0.965608024,-0.8491062712638915,-7.770937208450543
0.29126295,0.818,0.0,-0.256,0.0,1.0,3.56799707,3.910171875,0.377428741,3.5677605179697087,3.910359253958054,0.3774411239067613,3.8986891902626364,2.2275898363513775,0.8996625756291882,4.490204213762074,4.57944610529204,29.74230480171298,0.015925929,-0.06637323,0.252419153,0.965207506,-0.15986024794842388,-7.8261592265628845
0.300420287,0.818,0.0,-0.256,0.0,1.0,3.606044434,3.932036377,0.385589081,3.606165702592087,3.9321961343729726,0.38652809939627186,3.890967857037453,2.2297108761656514,0.9324016804887766,4.484555881666547,4.580460058724268,29.814773952768647,0.012562068,-0.070060036,0.252561214,0.964959389,-0.64507782073659,-8.137869854805768
0.310215291,0.818,0.0,-0.256,0.0,1.0,3.643944824,3.953961426,0.394073669,3.644533699923089,3.9540337005501294,0.39580921851981504,3.7158686484345056,2.123261722206241,0.9223015147973157,4.279710288489712,4.377963023781963,29.74381433089552,0.007814727,-0.073043756,0.251917531,0.964956532,-1.2578552993069627,-8.331802934132106
0.320451292,0.999,0.0,-0.254,0.0,1.0,3.682163574,3.976204834,0.40632843,3.6829096320419703,3.975901092235443,0.40521676040326493,3.5544444279293947,2.02254720546751,0.8946252997499272,4.089593181428045,4.186302284419438,29.640708213199858,0.03019471,-0.073717604,0.249744502,0.965029363,1.2449706403479759,-9.053765707360192
0.330311557,0.999,0.0,-0.254,0.0,1.0,3.721854248,3.997839111,0.416655151,3.7209901574032753,3.9977682409137647,0.41501503943823004,3.499781774994574,1.9879600937429047,0.8655797558744498,4.024979230617031,4.116999650313094,29.597615330089344,0.0434836,-0.086671514,0.250720579,0.963190748,2.3522637792370436,-10.880828739052737
0.340437698,0.999,0.0,-0.254,0.0,1.0,3.759955078,4.019486572,0.424009796,3.758425625284395,4.019995583053625,0.4245900715664352,3.6879518257955604,2.107556138421173,0.8774753562992647,4.247679548410588,4.337366084030503,29.746697692170176,0.026954073,-0.088553194,0.245853062,0.964877232,0.49389549111025577,-10.610962025465142
0.350315796,0.999,0.0,-0.254,0.0,1.0,3.796558594,4.041541992,0.432890106,3.784649455538475,4.0340355994335795,0.43088440959440727,4.095017795794855,2.357337093995763,0.9344871564014506,4.725061790347819,4.816583350060934,29.927303934392558,0.025935818,-0.091503577,0.249692763,0.963643057,0.2503365171485357,-10.912259535183704
0.361567955,0.999,0.0,-0.254,0.0,1.0,3.834134521,4.063436523,0.442140259,3.8258290127878922,4.05744645399302,0.43987740588578267,4.524567330781181,2.627543937310888,0.994463044267019,5.232178960363602,5.325847671468306,30.144944472093982,0.027960965,-0.094685555,0.249921019,0.963219755,0.3820002504194469,-11.325471208126023
0.3716414,0.999,0.0,-0.254,0.0,1.0,3.870788086,4.08523584,0.451415924,3.878458626363649,4.0881461297832296,0.4507877856550135,5.058518522620028,2.968349082596059,1.0789134343211602,5.865126249266829,5.963535873841748,30.404498475094933,0.031891687,-0.097993344,0.255115231,0.961403369,0.6627715650130279,-11.81160855393647
0.382090596,0.999,0.0,-0.254,0.0,1.0,3.908971436,4.10729834,0.456983856,3.9391472320349785,4.1241653048368425,0.46360197553846333,5.6343062747590915,3.342370900504622,1.1921386753325363,6.551095361413215,6.65868193079932,30.67717337646719,0.002515213,-0.111624426,0.256157045,0.96016521,-3.0735738056502133,-12.453333208265077
0.391544191,0.999,0.0,-0.254,0.0,1.0,3.952170898,4.12533252,0.46364267,4.004775091170177,4.163424287948731,0.4777290246689996,6.124944950078241,3.6871198312364797,1.3097715527461293,7.149112063143665,7.26810187131202,31.0472744703289,0.057027835,-0.098571164,0.283800372,0.952097104,3.093527141501621,-12.713008328501843
0.440326899,0.999,-0.034,-0.254,0.0,1.0,4.128675781,4.239670898,0.504313812,4.071899090636378,4.203837522951062,0.4920700233286733,6.1053127167081325,3.721491221995136,1.3248254197907197,7.15012869004362,7.271829389989052,31.36438164592813,-0.06191633,-0.114127011,0.24607028,0.960515907,-10.271666705049064,-10.881016306355457
0.450540561,0.999,-0.034,-0.254,0.0,1.0,4.165083984,4.261628906,0.512654907,4.136677869708639,4.243454727447566,0.5060293504498854,5.593630588630494,3.4364358357585933,1.2414792510822887,6.564891043676855,6.6812472747396825,31.564403298785944,-0.068707913,-0.117370116,0.245318452,0.959855378,-11.131562738635083,-11.04652537771204
0.460494838,0.999,-0.034,-0.254,0.0,1.0,4.201359375,4.283948242,0.521040283,4.19616587378323,4.280167806927753,0.5194681703076943,5.014734764697269,3.1040989140829907,1.1474439997680537,5.897710982124724,6.008296144605247,31.75732661816441,-0.074980843,-0.120167508,0.243629815,0.959469729,-11.909088338449033,-11.189760225736144
0.470308063,0.999,-0.034,-0.254,0.0,1.0,4.237336426,4.306472656,0.52962262,4.246813017853161,4.311879536540807,0.5315275977902119,4.455351565268025,2.777331394178077,1.0564400245346302,5.250116879005969,5.355351787573073,31.938165335041717,-0.085178971,-0.121749533,0.242011255,0.958828535,-13.091009002546778,-11.083847059455712
0.480477677,0.999,-0.034,-0.254,0.0,1.0,4.273351074,4.328894531,0.537959534,4.285396250060621,4.336650952606074,0.5405364681538483,4.022973341522037,2.5219338301182623,0.9908650340614115,4.748101173110357,4.850389496300011,32.08290228793312,-0.0919419,-0.12622458,0.240951031,0.95789177,-13.988706871636312,-11.39150406065513
