t, V, alpha, gamma, Q, T_cmd, elv_cmd, T_act, elv_act, gust
8.859999999999999432e+00,6.610585472756873138e+00,9.001284629971467721e-02,2.053406601104410412e-03,-7.330817292895985566e-04,1.200373891314569397e+00,-1.060537133013374211e-02,1.200373891314569397e+00,-1.060537133013374211e-02,0.000000000000000000e+00
8.870000000000000995e+00,6.610644257286980796e+00,9.001062927881081643e-02,2.048308152630001072e-03,-7.300145139341641812e-04,1.200285156614361082e+00,-1.060506504473644751e-02,1.200285156614361082e+00,-1.060506504473644751e-02,0.000000000000000000e+00
8.880000000000000782e+00,6.610702585296969858e+00,9.000842972379291540e-02,2.043222836529573396e-03,-7.269617479306085409e-04,1.200196781658862344e+00,-1.060475321330901950e-02,1.200196781658862344e+00,-1.060475321330901950e-02,0.000000000000000000e+00
8.890000000000000568e+00,6.610760459629300811e+00,9.000624753460978456e-02,2.038150609325026490e-03,-7.239233727319379936e-04,1.200108764884218804e+00,-1.060443583760460259e-02,1.200108764884218804e+00,-1.060443583760460259e-02,0.000000000000000000e+00
8.900000000000000355e+00,6.610817883111812066e+00,9.000408260930736759e-02,2.033091429936573213e-03,-7.208993275744444550e-04,1.200021104731411326e+00,-1.060411293121330673e-02,1.200021104731411326e+00,-1.060411293121330673e-02,0.000000000000000000e+00
8.910000000000000142e+00,6.610874858557726164e+00,9.000193484483849649e-02,2.028045258925928896e-03,-7.178895503021574505e-04,1.199933799646622390e+00,-1.060378451559518612e-02,1.199933799646622390e+00,-1.060378451559518612e-02,0.000000000000000000e+00
8.919999999999999929e+00,6.610931388765652450e+00,8.999980413706287763e-02,2.023012058496310907e-03,-7.148939773668443317e-04,1.199846848081231654e+00,-1.060345062008024100e-02,1.199846848081231654e+00,-1.060345062008024100e-02,0.000000000000000000e+00
8.929999999999999716e+00,6.610987476519587069e+00,8.999769038074703631e-02,2.017991792492439523e-03,-7.119125438280102768e-04,1.199760248491815284e+00,-1.060311128186841936e-02,1.199760248491815284e+00,-1.060311128186841936e-02,0.000000000000000000e+00
8.939999999999999503e+00,6.611043124588910302e+00,8.999559346956441386e-02,2.012984426400537923e-03,-7.089451833528980732e-04,1.199673999340151065e+00,-1.060276654602962908e-02,1.199673999340151065e+00,-1.060276654602962908e-02,0.000000000000000000e+00
8.950000000000001066e+00,6.611098335728388342e+00,8.999351329609529826e-02,2.007989927348330459e-03,-7.059918282164876846e-04,1.199588099093215288e+00,-1.060241646550371362e-02,1.199588099093215288e+00,-1.060241646550371362e-02,0.000000000000000000e+00
8.960000000000000853e+00,6.611153112678173294e+00,8.999144975182682415e-02,2.003008264105047426e-03,-7.030524093014986356e-04,1.199502546223182087e+00,-1.060206110110047811e-02,1.199502546223182087e+00,-1.060206110110047811e-02,0.000000000000000000e+00
8.970000000000000639e+00,6.611207458163804951e+00,8.998940272715301447e-02,1.998039407081418119e-03,-7.001268560983864341e-04,1.199417339207421218e+00,-1.060170052149967193e-02,1.199417339207421218e+00,-1.060170052149967193e-02,0.000000000000000000e+00
8.980000000000000426e+00,6.611261374896205467e+00,8.998737211137475267e-02,1.993083328329676041e-03,-6.972150967053448480e-04,1.199332476528507163e+00,-1.060133480325099221e-02,1.199332476528507163e+00,-1.060133480325099221e-02,0.000000000000000000e+00
8.990000000000000213e+00,6.611314865571684685e+00,8.998535779269978274e-02,1.988140001543557602e-03,-6.943170578283054716e-04,1.199247956674208915e+00,-1.060096403077409079e-02,1.199247956674208915e+00,-1.060096403077409079e-02,0.000000000000000000e+00
9.000000000000000000e+00,6.611367932871938358e+00,8.998335965824272309e-02,1.983209402058300815e-03,-6.914326647809376173e-04,1.199163778137495084e+00,-1.060058829635856029e-02,1.199163778137495084e+00,-1.060058829635856029e-02,0.000000000000000000e+00
9.009999999999999787e+00,6.611420579464047265e+00,8.998137759402502489e-02,1.978291506850647467e-03,-6.885618414846483154e-04,1.199079939416533014e+00,-1.060020770016395671e-02,1.199079939416533014e+00,-1.060020770016395671e-02,0.000000000000000000e+00
9.019999999999999574e+00,6.611472807999692058e+00,8.997941149114499493e-02,1.973386288785184718e-03,-6.857045166646700109e-04,1.198996439017551596e+00,-1.059982232014362521e-02,1.198996439017551596e+00,-1.059982232014362521e-02,0.000000000000000000e+00
9.029999999999999361e+00,6.611524621110333122e+00,8.997746126122393995e-02,1.968493702262777423e-03,-6.828606391053273399e-04,1.198913275462657690e+00,-1.059943213724932193e-02,1.198913275462657690e+00,-1.059943213724932193e-02,0.000000000000000000e+00
9.040000000000000924e+00,6.611576021411111448e+00,8.997552681192259871e-02,1.963613706025555197e-03,-6.800301530936917827e-04,1.198830447278327105e+00,-1.059903715464296028e-02,1.198830447278327105e+00,-1.059903715464296028e-02,0.000000000000000000e+00
9.050000000000000711e+00,6.611627011503539819e+00,8.997360804951003155e-02,1.958746260698125772e-03,-6.772130012497677275e-04,1.198747952995957711e+00,-1.059863738464202412e-02,1.198747952995957711e+00,-1.059863738464202412e-02,0.000000000000000000e+00
9.060000000000000497e+00,6.611677593975516132e+00,8.997170487933769945e-02,1.953891328344072552e-03,-6.744091250083933398e-04,1.198665791152065063e+00,-1.059823284639647631e-02,1.198665791152065063e+00,-1.059823284639647631e-02,0.000000000000000000e+00
9.070000000000000284e+00,6.611727771401318066e+00,8.996981720583950570e-02,1.949048872465959604e-03,-6.716184646192422964e-04,1.198583960288291950e+00,-1.059782356588877608e-02,1.198583960288291950e+00,-1.059782356588877608e-02,0.000000000000000000e+00
9.080000000000000071e+00,6.611777546341605749e+00,8.996794493253178204e-02,1.944218858005329490e-03,-6.688409591468233526e-04,1.198502458951402838e+00,-1.059740957593385650e-02,1.198502458951402838e+00,-1.059740957593385650e-02,0.000000000000000000e+00
9.089999999999999858e+00,6.611826921343422647e+00,8.996608796201330249e-02,1.939401251342703480e-03,-6.660765464704800163e-04,1.198421285693282545e+00,-1.059699091617914181e-02,1.198421285693282545e+00,-1.059699091617914181e-02,0.000000000000000000e+00
9.099999999999999645e+00,6.611875898940192897e+00,8.996424619596526950e-02,1.934596020297581990e-03,-6.633251632843913071e-04,1.198340439070942232e+00,-1.059656763310453872e-02,1.198340439070942232e+00,-1.059656763310453872e-02,0.000000000000000000e+00
9.109999999999999432e+00,6.611924481651723084e+00,8.996241953515131395e-02,1.929803134128444580e-03,-6.605867450975708892e-04,1.198259917646513850e+00,-1.059613978002244689e-02,1.198259917646513850e+00,-1.059613978002244689e-02,0.000000000000000000e+00
9.120000000000000995e+00,6.611972671984203132e+00,8.996060787941746739e-02,1.925022563532748868e-03,-6.578612262338672878e-04,1.198179719987251035e+00,-1.059570741707774495e-02,1.198179719987251035e+00,-1.059570741707774495e-02,0.000000000000000000e+00
9.130000000000000782e+00,6.612020472430202744e+00,8.995881112769223142e-02,1.920254280646933355e-03,-6.551485398319652990e-04,1.198099844665533764e+00,-1.059527061124779061e-02,1.198099844665533764e+00,-1.059527061124779061e-02,0.000000000000000000e+00
9.140000000000000568e+00,6.612067885468676742e+00,8.995702917798653608e-02,1.915498259046413730e-03,-6.524486178453833872e-04,1.198020290258859477e+00,-1.059482943634244140e-02,1.198020290258859477e+00,-1.059482943634244140e-02,0.000000000000000000e+00
9.150000000000000355e+00,6.612114913564959728e+00,8.995526192739371207e-02,1.910754473745585047e-03,-6.497613910424755290e-04,1.197941055349852180e+00,-1.059438397300402866e-02,1.197941055349852180e+00,-1.059438397300402866e-02,0.000000000000000000e+00
9.160000000000000142e+00,6.612161559170768754e+00,8.995350927208954628e-02,1.906022901197821284e-03,-6.470867890064308870e-04,1.197862138526258891e+00,-1.059393430870737320e-02,1.197862138526258891e+00,-1.059393430870737320e-02,0.000000000000000000e+00
9.169999999999999929e+00,6.612207824724166905e+00,8.995177110800203768e-02,1.901303518669624198e-03,-6.444247408112931640e-04,1.197783538381243629e+00,-1.059348053448620416e-02,1.197783538381243629e+00,-1.059348053448620416e-02,0.000000000000000000e+00
9.179999999999999716e+00,6.612253712646731785e+00,8.995004734785368161e-02,1.896596288359181761e-03,-6.417751920714399438e-04,1.197705253521351487e+00,-1.059302266197740920e-02,1.197705253521351487e+00,-1.059302266197740920e-02,0.000000000000000000e+00
9.189999999999999503e+00,6.612299225341941700e+00,8.994833790978573607e-02,1.891901168067702203e-03,-6.391380932647740829e-04,1.197627282562097495e+00,-1.059256067940541127e-02,1.197627282562097495e+00,-1.059256067940541127e-02,0.000000000000000000e+00
9.200000000000001066e+00,6.612344365200126362e+00,8.994664270839483611e-02,1.887218119467097641e-03,-6.365133910100055246e-04,1.197549624122932865e+00,-1.059209459460746031e-02,1.197549624122932865e+00,-1.059209459460746031e-02,0.000000000000000000e+00
