t, V, alpha, gamma, Q, T_cmd, elv_cmd, T_act, elv_act, gust
5.049999999999999822e+00,6.509693616056696719e+00,9.396666072268486380e-02,5.220136776077858448e-03,-3.745275379446266241e-03,1.278386496442822429e+00,-9.235965951692844816e-03,1.278386496442822429e+00,-9.235965951692844816e-03,0.000000000000000000e+00
5.060000000000000497e+00,6.510335811360434377e+00,9.394073703240447826e-02,5.208678099087392377e-03,-3.731201214157986879e-03,1.278031292356185400e+00,-9.248735496124822764e-03,1.278031292356185400e+00,-9.248735496124822764e-03,0.000000000000000000e+00
5.070000000000000284e+00,6.510974887369813224e+00,9.391494865875643638e-02,5.197224737787438202e-03,-3.717148350475112887e-03,1.277676742273253785e+00,-9.261409089705605752e-03,1.277676742273253785e+00,-9.261409089705605752e-03,0.000000000000000000e+00
5.080000000000000071e+00,6.511610853002957278e+00,9.388929517113590861e-02,5.185776911253383963e-03,-3.703117338316600556e-03,1.277322853948386072e+00,-9.273986996793166793e-03,1.277322853948386072e+00,-9.273986996793166793e-03,0.000000000000000000e+00
5.089999999999999858e+00,6.512243717233142881e+00,9.386377610198654020e-02,5.174334868621969542e-03,-3.689108683702944490e-03,1.276969634972029866e+00,-9.286469654596616816e-03,1.276969634972029866e+00,-9.286469654596616816e-03,0.000000000000000000e+00
5.100000000000000533e+00,6.512873489088576662e+00,9.383839094717272289e-02,5.162898888757988178e-03,-3.675122849137328878e-03,1.276617092771070938e+00,-9.298857671404045858e-03,1.276617092771070938e+00,-9.298857671404045858e-03,0.000000000000000000e+00
5.110000000000000320e+00,6.513500177652393752e+00,9.381313916597951164e-02,5.151469280254291662e-03,-3.661160253605633130e-03,1.276265234608835453e+00,-9.311151826582512656e-03,1.276265234608835453e+00,-9.311151826582512656e-03,0.000000000000000000e+00
5.120000000000000107e+00,6.514123792062658680e+00,9.378802018111270788e-02,5.140046381431785140e-03,-3.647221272576421907e-03,1.275914067585089962e+00,-9.323353070578067198e-03,1.275914067585089962e+00,-9.323353070578067198e-03,0.000000000000000000e+00
5.129999999999999893e+00,6.514744341494805191e+00,9.376303342802931595e-02,5.128630514462417453e-03,-3.633306285540748807e-03,1.275563598665432341e+00,-9.335462287333909370e-03,1.275563598665432341e+00,-9.335462287333909370e-03,0.000000000000000000e+00
5.139999999999999680e+00,6.515361835125179191e+00,9.373817847326409991e-02,5.117221874340480148e-03,-3.619415788072174751e-03,1.275213834743583963e+00,-9.347479723130497006e-03,1.275213834743583963e+00,-9.347479723130497006e-03,0.000000000000000000e+00
5.150000000000000355e+00,6.515976282172202261e+00,9.371345487738172442e-02,5.105820657136621657e-03,-3.605550260913602256e-03,1.274864782570943600e+00,-9.359405648152539781e-03,1.274864782570943600e+00,-9.359405648152539781e-03,0.000000000000000000e+00
5.160000000000000142e+00,6.516587691901109203e+00,9.368886216615956997e-02,5.094427087551588705e-03,-3.591710143540282219e-03,1.274516448747480268e+00,-9.371240496449211033e-03,1.274516448747480268e+00,-9.371240496449211033e-03,0.000000000000000000e+00
5.169999999999999929e+00,6.517196073623908958e+00,9.366439983065572017e-02,5.083041418854373876e-03,-3.577895834227770838e-03,1.274168839721798951e+00,-9.382984865608883646e-03,1.274168839721798951e+00,-9.382984865608883646e-03,0.000000000000000000e+00
5.179999999999999716e+00,6.517801436699390827e+00,9.364006732720892012e-02,5.071663932882221684e-03,-3.564107690051931780e-03,1.273821961791129276e+00,-9.394639516759136985e-03,1.273821961791129276e+00,-9.394639516759136985e-03,0.000000000000000000e+00
5.190000000000000391e+00,6.518403790533120024e+00,9.361586407743863192e-02,5.060294940040624238e-03,-3.550346026888937054e-03,1.273475821101332173e+00,-9.406205374566746491e-03,1.273475821101332173e+00,-9.406205374566746491e-03,0.000000000000000000e+00
5.200000000000000178e+00,6.519003144558151774e+00,9.359178952286785480e-02,5.048934728491899331e-03,-3.536611172088016414e-03,1.273130423679275092e+00,-9.417683264079042965e-03,1.273130423679275092e+00,-9.417683264079042965e-03,0.000000000000000000e+00
5.209999999999999964e+00,6.519599508203200777e+00,9.356784323008400517e-02,5.037583465388240957e-03,-3.522903563937589307e-03,1.272785775487283555e+00,-9.429073402918299041e-03,1.272785775487283555e+00,-9.429073402918299041e-03,0.000000000000000000e+00
5.219999999999999751e+00,6.520192890932692720e+00,9.354402475563364239e-02,5.026241323381194955e-03,-3.509223622668423883e-03,1.272441882354565790e+00,-9.440376053677757007e-03,1.272441882354565790e+00,-9.440376053677757007e-03,0.000000000000000000e+00
5.230000000000000426e+00,6.520783302250222846e+00,9.352033362313744158e-02,5.014908502545533178e-03,-3.495571729543118459e-03,1.272098749970561382e+00,-9.451591635126193464e-03,1.272098749970561382e+00,-9.451591635126193464e-03,0.000000000000000000e+00
5.240000000000000213e+00,6.521370751698555068e+00,9.349676932329670231e-02,5.003585230373281713e-03,-3.481948226862619736e-03,1.271756383884943054e+00,-9.462720722176576338e-03,1.271756383884943054e+00,-9.462720722176576338e-03,0.000000000000000000e+00
5.250000000000000000e+00,6.521955248859620191e+00,9.347333131389337635e-02,4.992271761773712201e-03,-3.468353417966216733e-03,1.271414789507620213e+00,-9.473764045886040597e-03,1.271414789507620213e+00,-9.473764045886040597e-03,0.000000000000000000e+00
5.259999999999999787e+00,6.522536803354518575e+00,9.345001901979005376e-02,4.980968379073347913e-03,-3.454787567231544683e-03,1.271073972108733852e+00,-9.484722493455909065e-03,1.271073972108733852e+00,-9.484722493455909065e-03,0.000000000000000000e+00
5.270000000000000462e+00,6.523115424826320563e+00,9.342683188171864439e-02,4.969675346638532769e-03,-3.441250947184923241e-03,1.270733936847592060e+00,-9.495596873127721410e-03,1.270733936847592060e+00,-9.495596873127721410e-03,0.000000000000000000e+00
5.280000000000000249e+00,6.523691122907418816e+00,9.340376946322601071e-02,4.958392810509447586e-03,-3.427743939891240814e-03,1.270394688828379248e+00,-9.506387397757901092e-03,1.270394688828379248e+00,-9.506387397757901092e-03,0.000000000000000000e+00
5.290000000000000036e+00,6.524263907258385231e+00,9.338083132105393092e-02,4.947120919683999259e-03,-3.414266912931715903e-03,1.270056233033811210e+00,-9.517094310718425196e-03,1.270056233033811210e+00,-9.517094310718425196e-03,0.000000000000000000e+00
5.299999999999999822e+00,6.524833787571899357e+00,9.335801698072550281e-02,4.935859849473418597e-03,-3.400820197041998748e-03,1.269718574317827420e+00,-9.527718004475807870e-03,1.269718574317827420e+00,-9.527718004475807870e-03,0.000000000000000000e+00
5.310000000000000497e+00,6.525400773572727076e+00,9.333532593658463994e-02,4.924609801466113025e-03,-3.387404086151725620e-03,1.269381717405628107e+00,-9.538259020401215760e-03,1.269381717405628107e+00,-9.538259020401215760e-03,0.000000000000000000e+00
5.320000000000000284e+00,6.525964875017720601e+00,9.331275765179614101e-02,4.913371003527672656e-03,-3.374018837384525765e-03,1.269045666893673596e+00,-9.548718048770473213e-03,1.269045666893673596e+00,-9.548718048770473213e-03,0.000000000000000000e+00
5.330000000000000071e+00,6.526526101695819371e+00,9.329031155834563438e-02,4.902143709800863350e-03,-3.360664671058011428e-03,1.268710427249681638e+00,-9.559095928764058808e-03,1.268710427249681638e+00,-9.559095928764058808e-03,0.000000000000000000e+00
5.339999999999999858e+00,6.527084463415938842e+00,9.326798709122034736e-02,4.890928168933963288e-03,-3.347341803761914435e-03,1.268376002833044192e+00,-9.569393483737736322e-03,1.268376002833044192e+00,-9.569393483737736322e-03,0.000000000000000000e+00
5.350000000000000533e+00,6.527639969970074674e+00,9.324578380619641393e-02,4.879724513750570945e-03,-3.334050560567583098e-03,1.268042397957570122e+00,-9.579610952570663529e-03,1.268042397957570122e+00,-9.579610952570663529e-03,0.000000000000000000e+00
5.360000000000000320e+00,6.528192631169142501e+00,9.322370126412604652e-02,4.868532869298648758e-03,-3.320791263765597058e-03,1.267709616830528629e+00,-9.589748548251552165e-03,1.267709616830528629e+00,-9.589748548251552165e-03,0.000000000000000000e+00
5.370000000000000107e+00,6.528742456849735198e+00,9.320173899606262746e-02,4.857353386048401597e-03,-3.307564200607098024e-03,1.267377663540638189e+00,-9.599806627037766119e-03,1.267377663540638189e+00,-9.599806627037766119e-03,0.000000000000000000e+00
5.379999999999999893e+00,6.529289456873963005e+00,9.317989650356123255e-02,4.846186239620302490e-03,-3.294369623608953222e-03,1.267046542058330560e+00,-9.609785687016956374e-03,1.267046542058330560e+00,-9.609785687016956374e-03,0.000000000000000000e+00
5.389999999999999680e+00,6.529833641129455302e+00,9.315817325867858933e-02,4.835031630785091745e-03,-3.281207750553751922e-03,1.266716256235746574e+00,-9.619686368107074892e-03,1.266716256235746574e+00,-9.619686368107074892e-03,0.000000000000000000e+00
5.400000000000000355e+00,6.530375019529359726e+00,9.313656870397313270e-02,4.823889785463771757e-03,-3.268078764489805443e-03,1.266386809806739899e+00,-9.629509452056339916e-03,1.266386809806739899e+00,-9.629509452056339916e-03,0.000000000000000000e+00
5.410000000000000142e+00,6.530913602006277685e+00,9.311508226934858690e-02,4.812760939091728120e-03,-3.254982830090999858e-03,1.266058206397118635e+00,-9.639255781271520787e-03,1.266058206397118635e+00,-9.639255781271520787e-03,0.000000000000000000e+00
5.419999999999999929e+00,6.531449398473249346e+00,9.309371349312564603e-02,4.801645223450182187e-03,-3.241920209607925332e-03,1.265730449590866558e+00,-9.648925674452262305e-03,1.265730449590866558e+00,-9.648925674452262305e-03,0.000000000000000000e+00
5.429999999999999716e+00,6.531982418849572980e+00,9.307246194359146407e-02,4.790542739592524440e-03,-3.228891186639415520e-03,1.265403542886369914e+00,-9.658519305037988750e-03,1.265403542886369914e+00,-9.658519305037988750e-03,0.000000000000000000e+00
5.440000000000000391e+00,6.532512673074483800e+00,9.305132716054557995e-02,4.779453613138429265e-03,-3.215896011364146375e-03,1.265077489672805200e+00,-9.668036984291850794e-03,1.265077489672805200e+00,-9.668036984291850794e-03,0.000000000000000000e+00
5.450000000000000178e+00,6.533040171106661909e+00,9.303030865591095655e-02,4.768377993746326406e-03,-3.202934901213922662e-03,1.264752293230951397e+00,-9.677479158406493767e-03,1.264752293230951397e+00,-9.677479158406493767e-03,0.000000000000000000e+00
5.459999999999999964e+00,6.533564922924237628e+00,9.300940591373402233e-02,4.757316055113395767e-03,-3.190008040873671454e-03,1.264427956733181979e+00,-9.686846408504080214e-03,1.264427956733181979e+00,-9.686846408504080214e-03,0.000000000000000000e+00
5.469999999999999751e+00,6.534086938524787058e+00,9.298861839018467135e-02,4.746267994975572613e-03,-3.177115582281447772e-03,1.264104483243471577e+00,-9.696139450636289889e-03,1.264104483243471577e+00,-9.696139450636289889e-03,0.000000000000000000e+00
5.480000000000000426e+00,6.534606227923826616e+00,9.296794551757234237e-02,4.735234031390245929e-03,-3.164257648555967358e-03,1.263781875719947045e+00,-9.705359116437821398e-03,1.263781875719947045e+00,-9.705359116437821398e-03,0.000000000000000000e+00
5.490000000000000213e+00,6.535122801121868719e+00,9.294738680350574100e-02,4.724214310256360551e-03,-3.151434429494819750e-03,1.263460137070800515e+00,-9.714505874644742064e-03,1.263460137070800515e+00,-9.714505874644742064e-03,0.000000000000000000e+00
5.500000000000000000e+00,6.535636668108921299e+00,9.292694182393816671e-02,4.713208911224437900e-03,-3.138646173485734603e-03,1.263139270146693471e+00,-9.723579864175213583e-03,1.263139270146693471e+00,-9.723579864175213583e-03,0.000000000000000000e+00
5.509999999999999787e+00,6.536147838889279527e+00,9.290661013023784887e-02,4.702217935129536161e-03,-3.125893099436472325e-03,1.262819277698514320e+00,-9.732581343632100770e-03,1.262819277698514320e+00,-9.732581343632100770e-03,0.000000000000000000e+00
5.520000000000000462e+00,6.536656323481091491e+00,9.288639124745967646e-02,4.691241505751540114e-03,-3.113175395411449820e-03,1.262500162378090263e+00,-9.741510699827839875e-03,1.262500162378090263e+00,-9.741510699827839875e-03,0.000000000000000000e+00
5.530000000000000249e+00,6.537162131916361751e+00,9.286628467434517031e-02,4.680279769815163735e-03,-3.100493218631748728e-03,1.262181926738181525e+00,-9.750368447784400414e-03,1.262181926738181525e+00,-9.750368447784400414e-03,0.000000000000000000e+00
5.540000000000000036e+00,6.537665274240953117e+00,9.284628988332249699e-02,4.669332896989939787e-03,-3.087846695475106318e-03,1.261864573232477360e+00,-9.759155230733302516e-03,1.261864573232477360e+00,-9.759155230733302516e-03,0.000000000000000000e+00
5.549999999999999822e+00,6.538165760514582203e+00,9.282640632050644103e-02,4.658401079890231097e-03,-3.075235921475921556e-03,1.261548104215604482e+00,-9.767871820115616929e-03,1.261548104215604482e+00,-9.767871820115616929e-03,0.000000000000000000e+00
5.560000000000000497e+00,6.538663600793749531e+00,9.280663345527626062e-02,4.647484487955469770e-03,-3.062661009372703077e-03,1.261232521972164955e+00,-9.776518876425674756e-03,1.261232521972164955e+00,-9.776518876425674756e-03,0.000000000000000000e+00
5.570000000000000284e+00,6.539158805107347483e+00,9.278697086208073652e-02,4.636583190611357971e-03,-3.050122166710915635e-03,1.260917828758095105e+00,-9.785096553867623712e-03,1.260917828758095105e+00,-9.785096553867623712e-03,0.000000000000000000e+00
5.580000000000000071e+00,6.539651383490619807e+00,9.276741810630528828e-02,4.625697264056238475e-03,-3.037619586343551052e-03,1.260604026743016304e+00,-9.793605051825254523e-03,1.260604026743016304e+00,-9.793605051825254523e-03,0.000000000000000000e+00
5.589999999999999858e+00,6.540141345987539268e+00,9.274797472852702729e-02,4.614826806359016709e-03,-3.025153432101087159e-03,1.260291118006273026e+00,-9.802044691358778594e-03,1.260291118006273026e+00,-9.802044691358778594e-03,0.000000000000000000e+00
5.600000000000000533e+00,6.540628702650802317e+00,9.272864024451479836e-02,4.603971937459159884e-03,-3.012723838791488227e-03,1.259979104536943506e+00,-9.810415915204822798e-03,1.259979104536943506e+00,-9.810415915204822798e-03,0.000000000000000000e+00
5.610000000000000320e+00,6.541113463541835316e+00,9.270941414522912427e-02,4.593132799166699601e-03,-3.000330912200207568e-03,1.259667988233827973e+00,-9.818719287776431215e-03,1.259667988233827973e+00,-9.818719287776431215e-03,0.000000000000000000e+00
5.620000000000000107e+00,6.541595638730790974e+00,9.269029589682221959e-02,4.582309555162230111e-03,-2.987974729090181903e-03,1.259357770905454865e+00,-9.826955495163070334e-03,1.259357770905454865e+00,-9.826955495163070334e-03,0.000000000000000000e+00
5.629999999999999893e+00,6.542075238293059591e+00,9.267128495038413905e-02,4.571502381956745603e-03,-2.975655346713829748e-03,1.259048454276048723e+00,-9.835125298132837979e-03,1.259048454276048723e+00,-9.835125298132837979e-03,0.000000000000000000e+00
5.639999999999999680e+00,6.542552272275161229e+00,9.265238084726819257e-02,4.560711370554517037e-03,-2.963372904179894726e-03,1.258740040043535791e+00,-9.843229023578568132e-03,1.258740040043535791e+00,-9.843229023578568132e-03,0.000000000000000000e+00
5.650000000000000355e+00,6.543026750711885775e+00,9.263358316942552073e-02,4.549936572392627304e-03,-2.951127573524243292e-03,1.258432529850221249e+00,-9.851266804067232083e-03,1.258432529850221249e+00,-9.851266804067232083e-03,0.000000000000000000e+00
5.660000000000000142e+00,6.543498683642622105e+00,9.261489147499119001e-02,4.539178060085836963e-03,-2.938919498921814359e-03,1.258125925255418665e+00,-9.859238889626692828e-03,1.258125925255418665e+00,-9.859238889626692828e-03,0.000000000000000000e+00
5.669999999999999929e+00,6.543968081110807411e+00,9.259630529873943972e-02,4.528435927066814734e-03,-2.926748797264845572e-03,1.257820227736424545e+00,-9.867145645619844821e-03,1.257820227736424545e+00,-9.867145645619844821e-03,0.000000000000000000e+00
5.679999999999999716e+00,6.544434953163918323e+00,9.257782415208377913e-02,4.517710287586138365e-03,-2.914615558162875035e-03,1.257515438688534548e+00,-9.874987552744619174e-03,1.257515438688534548e+00,-9.874987552744619174e-03,0.000000000000000000e+00
5.690000000000000391e+00,6.544899309853473568e+00,9.255944752307691814e-02,4.507001276712297236e-03,-2.902519843942739583e-03,1.257211559425039704e+00,-9.882765207033980190e-03,1.257211559425039704e+00,-9.882765207033980190e-03,0.000000000000000000e+00
5.700000000000000178e+00,6.545361161235036640e+00,9.254117487641078110e-02,4.496309050331692356e-03,-2.890461689648580416e-03,1.256908591177219536e+00,-9.890479319855921894e-03,1.256908591177219536e+00,-9.890479319855921894e-03,0.000000000000000000e+00
5.709999999999999964e+00,6.545820517353099888e+00,9.252300569773383443e-02,4.485633743928116313e-03,-2.878441146085859801e-03,1.256606535120221357e+00,-9.898130504036890126e-03,1.256606535120221357e+00,-9.898130504036890126e-03,0.000000000000000000e+00
5.719999999999999751e+00,6.546277388217704107e+00,9.250493957160192682e-02,4.474975399414873531e-03,-2.866458353972085697e-03,1.256305392412514266e+00,-9.905718897082596563e-03,1.256305392412514266e+00,-9.905718897082596563e-03,0.000000000000000000e+00
5.730000000000000426e+00,6.546731783836292173e+00,9.248697607541332688e-02,4.464334064297759315e-03,-2.854513441886458343e-03,1.256005164141970276e+00,-9.913244673746655564e-03,1.256005164141970276e+00,-9.913244673746655564e-03,0.000000000000000000e+00
5.740000000000000213e+00,6.547183714216092909e+00,9.246911476459099277e-02,4.453709805875929496e-03,-2.842606512781204343e-03,1.255705851322205913e+00,-9.920708117996663092e-03,1.255705851322205913e+00,-9.920708117996663092e-03,0.000000000000000000e+00
5.750000000000000000e+00,6.547633189364117534e+00,9.245135517258773472e-02,4.443102711237153363e-03,-2.830737643986730966e-03,1.255407454892587760e+00,-9.928109622989355482e-03,1.255407454892587760e+00,-9.928109622989355482e-03,0.000000000000000000e+00
5.759999999999999787e+00,6.548080219287163217e+00,9.243369681088618728e-02,4.432512887257812791e-03,-2.818906887211630914e-03,1.255109975718226911e+00,-9.935449691070567801e-03,1.255109975718226911e+00,-9.935449691070567801e-03,0.000000000000000000e+00
5.770000000000000462e+00,6.548524813991810412e+00,9.241613916899889258e-02,4.421940460602901378e-03,-2.807114268542679290e-03,1.254813414589982079e+00,-9.942728933775240793e-03,1.254813414589982079e+00,-9.942728933775240793e-03,0.000000000000000000e+00
5.780000000000000249e+00,6.548966983483448523e+00,9.239868171714868406e-02,4.411385575245146962e-03,-2.795359791078909275e-03,1.254517772226152239e+00,-9.949948058899857339e-03,1.254517772226152239e+00,-9.949948058899857339e-03,0.000000000000000000e+00
5.790000000000000036e+00,6.549406737739280615e+00,9.238132398836550185e-02,4.400848315946468380e-03,-2.783643514375766514e-03,1.254223049318632599e+00,-9.957107474065507099e-03,1.254223049318632599e+00,-9.957107474065507099e-03,0.000000000000000000e+00
5.799999999999999822e+00,6.549844086709945223e+00,9.236406557912750503e-02,4.390328707147316163e-03,-2.771965553770419210e-03,1.253929246529566832e+00,-9.964207283267651621e-03,1.253929246529566832e+00,-9.964207283267651621e-03,0.000000000000000000e+00
5.810000000000000497e+00,6.550279040342328329e+00,9.234690606683390590e-02,4.379826790483597708e-03,-2.760326001761724459e-03,1.253636364453358132e+00,-9.971247686087519185e-03,1.253636364453358132e+00,-9.971247686087519185e-03,0.000000000000000000e+00
5.820000000000000284e+00,6.550711608579249834e+00,9.232984500824821528e-02,4.369342626375452392e-03,-2.748724926811021291e-03,1.253344403617411729e+00,-9.978228985347717059e-03,1.253344403617411729e+00,-9.978228985347717059e-03,0.000000000000000000e+00
5.830000000000000071e+00,6.551141801359461780e+00,9.231288193949825638e-02,4.358876294027252442e-03,-2.737162373342124592e-03,1.253053364482137777e+00,-9.985151587112245375e-03,1.253053364482137777e+00,-9.985151587112245375e-03,0.000000000000000000e+00
5.839999999999999858e+00,6.551569628617645691e+00,9.229601637607615094e-02,4.348427891427601201e-03,-2.725638361741329011e-03,1.252763247440957572e+00,-9.992016000686484989e-03,1.252763247440957572e+00,-9.992016000686484989e-03,0.000000000000000000e+00
5.850000000000000533e+00,6.551995100284418783e+00,9.227924781283840250e-02,4.337997535349336596e-03,-2.714152888357408092e-03,1.252474052820290451e+00,-9.998822838617221764e-03,1.252474052820290451e+00,-9.998822838617221764e-03,0.000000000000000000e+00
5.860000000000000320e+00,6.552418226282861191e+00,9.226257573396352829e-02,4.327585352110062573e-03,-2.702705935244271909e-03,1.252185780885582966e+00,-1.000557276863313361e-02,1.252185780885582966e+00,-1.000557276863313361e-02,0.000000000000000000e+00
5.870000000000000107e+00,6.552839016498138491e+00,9.224599970782053349e-02,4.317191389010276853e-03,-2.691297561702641911e-03,1.251898431893098795e+00,-1.001226605532980207e-02,1.251898431893098795e+00,-1.001226605532980207e-02,0.000000000000000000e+00
5.879999999999999893e+00,6.553257480794758116e+00,9.222951933552873960e-02,4.306815661974373183e-03,-2.679927853609812959e-03,1.251612006060038418e+00,-1.001890280850078682e-02,1.251612006060038418e+00,-1.001890280850078682e-02,0.000000000000000000e+00
5.889999999999999680e+00,6.553673629030202008e+00,9.221313419813802204e-02,4.296458205349015097e-03,-2.668596873514298296e-03,1.251326503542422364e+00,-1.002548323883195244e-02,1.251326503542422364e+00,-1.002548323883195244e-02,0.000000000000000000e+00
5.900000000000000355e+00,6.554087471054415914e+00,9.219684385734171206e-02,4.286119071286982087e-03,-2.657304661437295216e-03,1.251041924436062436e+00,-1.003200765450277740e-02,1.251041924436062436e+00,-1.003200765450277740e-02,0.000000000000000000e+00
5.910000000000000142e+00,6.554499016709817383e+00,9.218064785547658291e-02,4.275798329747179140e-03,-2.646051234872687664e-03,1.250758268776548165e+00,-1.003847646118639393e-02,1.250758268776548165e+00,-1.003847646118639393e-02,0.000000000000000000e+00
5.919999999999999929e+00,6.554908275831287767e+00,9.216454571552279429e-02,4.265496068494626335e-03,-2.634836588787043202e-03,1.250475536539260579e+00,-1.004489016204955162e-02,1.250475536539260579e+00,-1.004489016204955162e-02,0.000000000000000000e+00
5.929999999999999716e+00,6.555315258246180221e+00,9.214853694110398952e-02,4.255212393100465777e-03,-2.623660695619613441e-03,1.250193727639358654e+00,-1.005124935775263996e-02,1.250193727639358654e+00,-1.005124935775263996e-02,0.000000000000000000e+00
5.940000000000000391e+00,6.555719973768752595e+00,9.213262103280023263e-02,4.244947411791882494e-03,-2.612523521226608157e-03,1.249912841941462682e+00,-1.005755466768587340e-02,1.249912841941462682e+00,-1.005755466768587340e-02,0.000000000000000000e+00
5.950000000000000178e+00,6.556122432171122227e+00,9.211679758024936271e-02,4.234701149393675819e-03,-2.601425113617852631e-03,1.249632879309025224e+00,-1.006380628488634174e-02,1.249632879309025224e+00,-1.006380628488634174e-02,0.000000000000000000e+00
5.959999999999999964e+00,6.556522643206331935e+00,9.210106619018698648e-02,4.224473614239580496e-03,-2.590365532692260817e-03,1.249353839564700364e+00,-1.007000432367854449e-02,1.249353839564700364e+00,-1.007000432367854449e-02,0.000000000000000000e+00
5.969999999999999751e+00,6.556920616617133213e+00,9.208542645051666364e-02,4.214264832150350047e-03,-2.579344816531742302e-03,1.249075722476613359e+00,-1.007614899369855752e-02,1.249075722476613359e+00,-1.007614899369855752e-02,0.000000000000000000e+00
5.980000000000000426e+00,6.557316362135647836e+00,9.206987793100995798e-02,4.204074845802143086e-03,-2.568362982129578868e-03,1.248798527758994359e+00,-1.008224059652916213e-02,1.248798527758994359e+00,-1.008224059652916213e-02,0.000000000000000000e+00
5.990000000000000213e+00,6.557709889483372301e+00,9.205442018330659004e-02,4.193903714726534594e-03,-2.557420025390430129e-03,1.248522255072171072e+00,-1.008827952569988501e-02,1.248522255072171072e+00,-1.008827952569988501e-02,0.000000000000000000e+00
6.000000000000000000e+00,6.558101208371172497e+00,9.203905274091432609e-02,4.183751515310502912e-03,-2.546515921130326592e-03,1.248246904022578541e+00,-1.009426626668695655e-02,1.248246904022578541e+00,-1.009426626668695655e-02,0.000000000000000000e+00
6.009999999999999787e+00,6.558490328499289923e+00,9.202377511920900588e-02,4.173618340796441013e-03,-2.535650623076675294e-03,1.247972474162746703e+00,-1.010020139691334730e-02,1.247972474162746703e+00,-1.010020139691334730e-02,0.000000000000000000e+00
6.020000000000000462e+00,6.558877259551649352e+00,9.200858683227079726e-02,4.163504285644615763e-03,-2.524824080336507143e-03,1.247698965001251548e+00,-1.010608550443737284e-02,1.247698965001251548e+00,-1.010608550443737284e-02,0.000000000000000000e+00
6.030000000000000249e+00,6.559262011168248918e+00,9.199348748079426430e-02,4.153409363388442001e-03,-2.514036322143958953e-03,1.247426376049613150e+00,-1.011191876305340964e-02,1.247426376049613150e+00,-1.011191876305340964e-02,0.000000000000000000e+00
6.040000000000000036e+00,6.559644592968122190e+00,9.197847667994915599e-02,4.143333573727915782e-03,-2.503287387407955849e-03,1.247154706782795053e+00,-1.011770128087376326e-02,1.247154706782795053e+00,-1.011770128087376326e-02,0.000000000000000000e+00
6.049999999999999822e+00,6.560025014557226086e+00,9.196355402727664219e-02,4.133276932901013348e-03,-2.492577294628278966e-03,1.246883956627169665e+00,-1.012343325582485722e-02,1.246883956627169665e+00,-1.012343325582485722e-02,0.000000000000000000e+00
6.060000000000000497e+00,6.560403285528147777e+00,9.194871910335716825e-02,4.123239473078743611e-03,-2.481906042585836636e-03,1.246614124961078263e+00,-1.012911497243388151e-02,1.246614124961078263e+00,-1.012911497243388151e-02,0.000000000000000000e+00
6.070000000000000284e+00,6.560779415460095798e+00,9.193397147181034401e-02,4.113221242365148154e-03,-2.471273610342668292e-03,1.246345211114845863e+00,-1.013474680182877528e-02,1.246345211114845863e+00,-1.013474680182877528e-02,0.000000000000000000e+00
6.080000000000000071e+00,6.561153413918906274e+00,9.191931067929502708e-02,4.103222304797302100e-03,-2.460679957241939265e-03,1.246077214370770792e+00,-1.014032920173826152e-02,1.246077214370770792e+00,-1.014032920173826152e-02,0.000000000000000000e+00
6.089999999999999858e+00,6.561525290457042026e+00,9.190473625550929504e-02,4.093242740345310639e-03,-2.450125022907945118e-03,1.245810133963125788e+00,-1.014586271649181234e-02,1.245810133963125788e+00,-1.014586271649181234e-02,0.000000000000000000e+00
6.100000000000000533e+00,6.561895054609833799e+00,9.189024772432924371e-02,4.083282634572787256e-03,-2.439608738167937593e-03,1.245543969084785152e+00,-1.015134792321509792e-02,1.245543969084785152e+00,-1.015134792321509792e-02,0.000000000000000000e+00
6.110000000000000320e+00,6.562262715868640406e+00,9.187584468871147492e-02,4.073341999378126549e-03,-2.429131107149985237e-03,1.245278718933032991e+00,-1.015678502144539558e-02,1.245278718933032991e+00,-1.015678502144539558e-02,0.000000000000000000e+00
6.120000000000000107e+00,6.562628283698939136e+00,9.186152677491726815e-02,4.063420824736372824e-03,-2.418692152418517542e-03,1.245014382677964715e+00,-1.016217410262600963e-02,1.245014382677964715e+00,-1.016217410262600963e-02,0.000000000000000000e+00
6.129999999999999893e+00,6.562991767550831135e+00,9.184729359251353475e-02,4.053519116425360024e-03,-2.408291877217004235e-03,1.244750959446267791e+00,-1.016751534375281985e-02,1.244750959446267791e+00,-1.016751534375281985e-02,0.000000000000000000e+00
6.140000000000000568e+00,6.563353176858626625e+00,9.183314473522506682e-02,4.043636895262639822e-03,-2.397930266373404611e-03,1.244488448322057295e+00,-1.017280900327685936e-02,1.244488448322057295e+00,-1.017280900327685936e-02,0.000000000000000000e+00
6.150000000000000355e+00,6.563712521040846681e+00,9.181907978093452327e-02,4.033774197105491170e-03,-2.387607286300170127e-03,1.244226848346871472e+00,-1.017805542110434246e-02,1.244226848346871472e+00,-1.017805542110434246e-02,0.000000000000000000e+00
6.160000000000000142e+00,6.564069809500219677e+00,9.180509829168247149e-02,4.023931072850908154e-03,-2.377322884994239639e-03,1.243966158519678400e+00,-1.018325501859662814e-02,1.243966158519678400e+00,-1.018325501859662814e-02,0.000000000000000000e+00
6.169999999999999929e+00,6.564425051623683949e+00,9.179119981366733183e-02,4.014107588435609532e-03,-2.367076992037042433e-03,1.243706377796872209e+00,-1.018840829857025482e-02,1.243706377796872209e+00,-1.018840829857025482e-02,0.000000000000000000e+00
